image_path,label,type
dataset2\fresh_capsicum\IMG_20200824_182336.jpg_0_927.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200824_182336.jpg_0_9298.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_1177.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_1445.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_1595.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_2147.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_2766.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_2925.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_3084.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_3227.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_3382.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_3617.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_3753.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_3975.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_4343.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_4506.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_4714.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_496.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_5716.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_583.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_5906.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_6934.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_7423.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_7715.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_7852.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_7873.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_8049.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_8178.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_8902.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_9198.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_9257.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_9475.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144639.jpg_0_9681.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_1654.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_2019.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_2255.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_2398.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_3009.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_368.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_3812.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_3867.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_4134.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_4467.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_4642.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_4726.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_5562.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_610.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_6150.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_6203.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_6393.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_6985.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_7290.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_7415.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_7530.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_8146.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_8248.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_8302.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_8444.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_8940.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_9086.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_9355.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_9570.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_9622.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144640.jpg_0_9670.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_1510.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_1957.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_2016.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_21.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_2218.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_2520.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_2653.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_266.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_2836.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_3035.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_3854.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_4167.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_4399.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_4471.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_5238.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_5294.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_5419.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_5556.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_5679.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_5809.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_6016.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_6368.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_6654.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_6795.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_6828.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_7316.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_7333.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_7436.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_7989.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_8111.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144644.jpg_0_8651.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_1296.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_220.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_2664.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_2673.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_268.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_3175.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_3423.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_4130.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_4173.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_4284.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_4330.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_4401.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_4599.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_5006.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_5067.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_5186.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_5942.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_66.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_6914.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_7748.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_7812.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_850.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_8565.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_8566.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_8738.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_8757.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_8948.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_9114.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_9525.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_9720.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200825_144655.jpg_0_976.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_1119.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_1129.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_1635.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_2459.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_2776.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_3100.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_3148.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_3213.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_3340.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_3491.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_3674.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_3854.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_4390.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_4712.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_4808.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_5075.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_523.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_5406.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_5494.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_5676.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_5876.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_6162.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_6254.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_6753.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_690.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_7233.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_7234.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_7320.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_7561.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_7653.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172321.jpg_0_7748.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_1329.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_1403.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_1547.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_1632.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_2098.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_2138.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_2665.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_3950.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_4015.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_4189.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_4737.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_475.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_4946.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_5526.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_5625.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_5659.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_5852.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_5981.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_6263.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_6432.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_6702.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_6735.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_685.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_7315.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_7787.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_7806.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_7916.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_8565.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_8959.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_8992.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172325.jpg_0_9162.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_1056.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_131.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_1465.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_1710.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_1765.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_181.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_2203.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_2260.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_2620.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_2665.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_2952.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_3893.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_4170.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_4460.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_4638.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_4728.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_5839.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_6644.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_6989.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_7200.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_7383.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_7501.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_7833.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_8219.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_8450.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_8687.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_87.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_8838.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_890.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200826_172333.jpg_0_9385.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_1278.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_1358.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_1434.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_1630.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_3114.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_3123.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_345.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_3538.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_354.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_3859.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_4001.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_4098.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_4156.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_4458.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_4533.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_4673.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_4683.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_4772.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_5076.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_5212.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_5308.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_5720.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_6024.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_6625.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_6911.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_7185.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_7362.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_8105.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_8728.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_8741.jpg,fresh,vegetable
dataset2\fresh_capsicum\IMG_20200901_181751.jpg_0_9035.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_112.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_1176.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_1422.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_172.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_177.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_1786.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_2580.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_2604.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_2647.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_2757.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_2923.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_3427.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_384.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_3970.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_4057.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_4237.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_4246.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_4336.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_4780.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_5162.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_5404.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_5463.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_5955.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_6139.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_6316.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_668.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_6725.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_6769.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_6851.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_7525.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_7623.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_7845.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_7881.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_8461.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_9047.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_9114.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_9347.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_9379.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_9528.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_9689.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4068.jpg_0_9984.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_1017.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_1060.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_1216.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_1337.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_1370.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_1432.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_1530.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_1618.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_1797.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_1900.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_2616.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_2876.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_2994.jpg,fresh,vegetable
dataset2\fresh_tomato\DSCN4069.jpg_0_3062.jpg,fresh,vegetable
